rs_id;elapsed;imLx_insect;imLy_insect;disparity_insect;size_insect;score_insect;motion_sum_insect;imLx_pred_insect;imLy_pred_insect;n_frames_lost_insect;n_frames_tracking_insect;foundL_insect;pos_valid_insect;posX_insect;posY_insect;posZ_insect;sposX_insect;sposY_insect;sposZ_insect;vel_valid_insect;svelX_insect;svelY_insect;svelZ_insect;acc_valid_insect;saccX_insect;saccY_insect;saccZ_insect;radius_insect;fp;hunt_id;light_level;
318367;3542.431521;390;474;39.249;8.48528;0;2479;-1;-1;0;1;1;1;0.0803879;-1.02091;-0.575095;0.0803879;-1.02091;-0.575095;0;0;0;0;0;0;0;0;0.0102627;fp_not_a_fp;-1;0.206877;
318368;3542.442649;394;470;38.8973;7.2111;0.0595159;2555;390;474;0;2;1;1;0.0714762;-1.02178;-0.585568;0.0759321;-1.02134;-0.580332;1;-0.102148;-0.00994878;-0.120049;0;0;0;0;0.00880044;fp_not_a_fp;-1;0.206919;
318369;3542.453776;398;466;38.5082;12.8062;0.081908;4110;394.504;469.496;0;3;1;1;0.0624625;-1.02365;-0.596812;0.0714422;-1.02211;-0.585825;1;-0.234661;-0.0343145;-0.283241;0;-11.9094;-2.18983;-14.6667;0.0157867;fp_not_a_fp;-1;0.206974;
318370;3542.464903;400;464;38.1578;8.48528;0.0229648;2382;399.138;464.862;0;4;1;1;0.0581235;-1.02879;-0.604982;0.0681125;-1.02378;-0.590614;1;-0.309232;-0.0989218;-0.408205;0;-9.3057;-3.99816;-12.9488;0.0105562;fp_not_a_fp;-1;0.206869;
318371;3542.476030;402;460;37.8501;8.94427;0.050359;2183;401.491;462.509;0;5;1;1;0.0537072;-1.02862;-0.615286;0.0614424;-1.02571;-0.600662;1;-0.351231;-0.11099;-0.525895;0;-7.4619;-3.02695;-12.1581;0.0112177;fp_not_a_fp;-1;0.206912;
318372;3542.487157;406;458;37.4762;10;0.0529682;2748;403.684;458.073;0;6;1;1;0.0441747;-1.03449;-0.624196;0.054617;-1.02889;-0.610319;1;-0.433063;-0.169092;-0.609591;0;-7.43506;-3.57566;-10.999;0.0126668;fp_not_a_fp;-1;0.206902;
318373;3542.498284;408;454;37.2808;7.2111;0.0389739;2034;408.022;455.906;0;7;1;1;0.0394426;-1.03124;-0.632936;0.048862;-1.03078;-0.61935;1;-0.465889;-0.134304;-0.666614;1;-5.19526;-2.24657;-8.61359;0.00918205;fp_not_a_fp;-1;0.206925;
318374;3542.509411;412;452;37.0368;7.2111;0.0381651;1767;410.284;451.459;0;8;1;1;0.0295147;-1.03358;-0.639909;0.0417098;-1.03198;-0.628082;1;-0.533839;-0.129694;-0.685089;1;-5.04648;-0.691386;-6.22097;0.00924253;fp_not_a_fp;-1;0.206902;
318375;3542.520539;416;448;36.6173;7.2111;0.0426756;2016;414.531;449.438;0;9;1;1;0.0196142;-1.03654;-0.652843;0.0331865;-1.03396;-0.637471;1;-0.607311;-0.145169;-0.753592;1;-5.75352;-0.767905;-5.11581;0.00934843;fp_not_a_fp;-1;0.206899;
318376;3542.531666;418;446;36.4502;8.48528;0.0226275;2095;418.81;445.291;0;10;1;1;0.0145613;-1.03683;-0.658649;0.0257832;-1.03455;-0.646084;1;-0.618133;-0.136368;-0.752343;1;-4.15804;0.735274;-3.20723;0.0110507;fp_not_a_fp;-1;0.206909;
318377;3542.542792;420;444;36.1662;4.47214;0.0538504;1237;420.79;443.321;0;11;1;1;0.00949241;-1.04048;-0.666656;0.0182956;-1.03686;-0.654514;1;-0.601869;-0.157098;-0.747651;1;-3.05506;-0.512115;-1.82059;0.00586996;fp_not_a_fp;-1;0.20694;
318378;3542.553920;424;440;35.6953;8.48528;0.041349;1126;422.659;441.473;0;12;1;1;-0.000885481;-1.04509;-0.681198;0.0106956;-1.03974;-0.664836;1;-0.637335;-0.198512;-0.817029;1;-2.32512;-1.5461;-2.96417;0.0112844;fp_not_a_fp;-1;0.206954;
318379;3542.565047;426;436;35.5391;7.2111;0.0454772;1686;426.726;437.366;0;13;1;1;-0.0060962;-1.04059;-0.689929;0.004268;-1.04075;-0.674108;1;-0.63043;-0.138723;-0.841573;1;-0.519388;0.144881;-1.97663;0.00963204;fp_not_a_fp;-1;0.206921;
318380;3542.576174;428;434;35.267;2.82843;0.135969;785;428.632;433.163;0;14;1;1;-0.0114586;-1.04401;-0.698161;-0.00223696;-1.04254;-0.683986;1;-0.608635;-0.135498;-0.838737;1;0.213462;0.0196032;-1.94101;0.00380716;fp_not_a_fp;-1;0.206908;
318381;3542.587302;432;430;34.702;7.2111;0.0377587;969;430.491;431.203;0;15;1;1;-0.0224489;-1.05163;-0.715439;-0.0102223;-1.04533;-0.696181;1;-0.647969;-0.204272;-0.928629;1;-1.03566;-1.05971;-4.06593;0.00986439;fp_not_a_fp;-1;0.20694;
318382;3542.598429;434;428;34.5573;5.65685;0.0470905;1120;434.598;427.098;0;16;1;1;-0.0279674;-1.05133;-0.721403;-0.0169928;-1.04689;-0.706233;1;-0.644837;-0.203179;-0.915703;1;-0.16849;-0.10473;-2.21681;0.00777069;fp_not_a_fp;-1;0.206914;
318383;3542.609555;436;424;34.3258;4.47214;0.0733304;536;436.54;425.194;0;17;1;1;-0.0335469;-1.049;-0.732207;-0.0238555;-1.04899;-0.716802;1;-0.625253;-0.150136;-0.917408;1;0.116404;-0.25628;-1.70368;0.00618469;fp_not_a_fp;-1;0.206892;
318384;3542.620683;440;422;33.9235;7.2111;0.0517273;720;438.428;421.119;0;18;1;1;-0.0450675;-1.05659;-0.743951;-0.0322577;-1.05214;-0.72825;1;-0.66946;-0.196017;-0.935716;1;-1.36643;-1.35948;-2.17869;0.0100908;fp_not_a_fp;-1;0.206877;
318385;3542.631810;442;418;33.6757;5.65685;0.0395166;981;442.565;419.227;0;19;1;1;-0.0508941;-1.05477;-0.755479;-0.039369;-1.05292;-0.73826;1;-0.66913;-0.169074;-0.956076;1;-0.475329;0.790932;-0.616641;0.00797412;fp_not_a_fp;-1;0.206953;
318386;3542.642937;442;416;33.3711;4.47214;0.079519;508;444.513;415.144;0;20;1;1;-0.0512864;-1.05958;-0.76541;-0.0451987;-1.05498;-0.749262;1;-0.588143;-0.191575;-0.956385;1;1.27394;0.26082;-0.914022;0.00636163;fp_not_a_fp;-1;0.206912;
318387;3542.654065;444;412;33.1394;5.65685;0.0275095;776;444.136;413.238;0;21;1;1;-0.0572288;-1.05723;-0.776911;-0.0511192;-1.05704;-0.760438;1;-0.547768;-0.149535;-0.966358;1;1.74098;0.0135112;-1.09976;0.00810316;fp_not_a_fp;-1;0.20691;
318388;3542.665192;448;410;32.8712;5.65685;0.0490731;974;445.944;409.151;0;22;1;1;-0.0691746;-1.06085;-0.786411;-0.057146;-1.05811;-0.771053;1;-0.598152;-0.154558;-0.956112;1;1.60211;0.931406;-0.458233;0.00816929;fp_not_a_fp;-1;0.20694;
