rs_id;elapsed;imLx_insect;imLy_insect;disparity_insect;size_insect;score_insect;motion_sum_insect;imLx_pred_insect;imLy_pred_insect;n_frames_lost_insect;n_frames_tracking_insect;foundL_insect;pos_valid_insect;posX_insect;posY_insect;posZ_insect;sposX_insect;sposY_insect;sposZ_insect;vel_valid_insect;svelX_insect;svelY_insect;svelZ_insect;acc_valid_insect;saccX_insect;saccY_insect;saccZ_insect;radius_insect;fp;hunt_id;light_level;
7352;81.802236;692;56;14.6435;4;0;23;-1;-1;0;1;1;1;-1.70799;-0.423198;-3.00024;-1.70799;-0.423198;-3.00024;0;0;0;0;0;0;0;0;0.012967;fp_not_a_fp;-1;0.207732;
7353;81.813365;690;58;14.8538;2.82843;0.0743903;52;692;56;0;2;1;1;-1.67118;-0.428156;-2.95086;-1.68959;-0.425677;-2.97555;1;0.421818;-0.0568155;0.566029;0;0;0;0;0.00903924;fp_not_a_fp;-1;0.207778;
7354;81.824492;690;60;14.8677;2;0.075;57;689.741;58.2588;0;3;1;1;-1.66979;-0.438559;-2.9413;-1.68299;-0.429971;-2.96413;1;0.558317;-0.192297;0.837331;0;12.2668;-12.1754;24.3813;0.00638572;fp_not_a_fp;-1;0.207755;
7355;81.835619;688;64;15.0714;2.82843;0.115483;12;689.667;60.5936;0;4;1;1;-1.63494;-0.454076;-2.88801;-1.67098;-0.435997;-2.9451;1;0.943043;-0.401632;1.45354;0;23.421;-15.4941;39.88;0.00890869;fp_not_a_fp;-1;0.207757;
7356;81.846748;686;68;14.7447;2.82843;0.138947;17;687.409;65.1932;0;5;1;1;-1.65861;-0.486058;-2.93817;-1.65863;-0.451712;-2.92958;1;0.710404;-0.803489;0.947858;0;8.64569;-22.3664;11.4397;0.00910612;fp_not_a_fp;-1;0.207747;
7357;81.857875;684;70;14.5079;2.82843;0.0537792;37;685.139;69.7659;0;6;1;1;-1.67277;-0.505204;-2.97907;-1.65903;-0.470974;-2.93663;1;0.361348;-1.08654;0.149131;0;-1.35794;-23.1341;-9.36514;0.00925478;fp_not_a_fp;-1;0.20779;
7358;81.869003;682;72;14.3923;2.82843;0.0448567;10;682.901;71.9988;0;7;1;1;-1.67318;-0.520561;-2.99586;-1.65987;-0.491475;-2.95028;1;0.166346;-1.24096;-0.392473;1;-8.80577;-23.5595;-27.6286;0.00932906;fp_not_a_fp;-1;0.207742;
7359;81.880131;682;76;14.4127;4;0.12026;16;680.584;74.2632;0;8;1;1;-1.67115;-0.54211;-2.97757;-1.66893;-0.513483;-2.97267;1;0.0878242;-1.39348;-0.356593;1;-19.2135;-22.2826;-40.6673;0.0131746;fp_not_a_fp;-1;0.207734;
7360;81.891259;680;76;14.2233;2.82843;0.091915;17;680.699;78.4951;0;9;1;1;-1.68004;-0.549471;-3.01712;-1.67428;-0.529337;-2.99241;1;-0.0578372;-1.36314;-0.749634;1;-17.2599;-12.5734;-38.1375;0.00943993;fp_not_a_fp;-1;0.207761;
7361;81.902386;678;80;14.3863;0;0.150915;2;678.685;78.1903;0;10;1;1;-1.64815;-0.565715;-2.96878;-1.66813;-0.544464;-2.98983;1;0.254907;-1.36294;-0.26231;1;-2.39125;-6.20956;-9.24388;0;fp_not_a_fp;-1;0.20779;
7362;81.913515;678;82;14.1541;0;0.136022;23;676.572;82.3496;0;11;1;1;-1.67536;-0.586342;-3.01032;-1.66868;-0.56091;-2.99345;1;0.039795;-1.42543;-0.50364;1;-2.84264;-4.14414;-2.49717;0;fp_not_a_fp;-1;0.207739;
