rs_id;elapsed;imLx_insect;imLy_insect;disparity_insect;size_insect;score_insect;motion_sum_insect;imLx_pred_insect;imLy_pred_insect;n_frames_lost_insect;n_frames_tracking_insect;foundL_insect;pos_valid_insect;posX_insect;posY_insect;posZ_insect;sposX_insect;sposY_insect;sposZ_insect;vel_valid_insect;svelX_insect;svelY_insect;svelZ_insect;acc_valid_insect;saccX_insect;saccY_insect;saccZ_insect;radius_insect;fp;hunt_id;light_level;
123191;1370.942434;268;174;15.4476;2;0;21;-1;-1;0;1;1;1;0.977336;-1.03761;-2.44172;0.977336;-1.03761;-2.44172;0;0;0;0;0;0;0;0;0.00614602;fp_not_a_fp;-1;0.207271;
123192;1370.953562;268;172;15.7497;2.82843;0.0536797;10;268;174;0;2;1;1;0.95874;-1.0075;-2.40129;0.968038;-1.02255;-2.42151;1;-0.213138;0.345134;0.463337;0;0;0;0;0.00852506;fp_not_a_fp;-1;0.207148;
123193;1370.964690;268;172;15.4099;0;0.0625;19;268;171.74;0;3;1;1;0.979881;-1.02971;-2.45424;0.971986;-1.02494;-2.43242;1;-0.0317147;0.189101;-0.0112043;0;16.3038;-14.022;-42.645;0;fp_not_a_fp;-1;0.207219;
123194;1370.975818;268;172;15.485;0;0.0625;6;268;171.673;0;4;1;1;0.975128;-1.02472;-2.44234;0.972771;-1.02489;-2.4349;1;-0.00716817;0.157743;-0.0694482;0;9.25484;-8.42001;-23.9396;0;fp_not_a_fp;-1;0.207228;
123195;1370.986947;266;170;15.5037;2;0.14754;11;268;171.683;0;5;1;1;0.986349;-1.01324;-2.44582;0.975024;-1.01879;-2.43592;1;0.132495;0.256245;-0.124517;0;10.3531;-2.663;-17.6091;0.00612375;fp_not_a_fp;-1;0.207203;
123196;1370.998075;266;168;15.4473;2.82843;0.0696449;21;265.745;169.473;0;6;1;1;0.990107;-1.00653;-2.46129;0.982866;-1.01855;-2.45092;1;0.216395;0.34114;-0.308767;0;9.64975;-0.0899704;-17.3463;0.00869196;fp_not_a_fp;-1;0.207239;
123197;1371.009202;266;168;15.8507;2;0.025;4;265.674;167.202;0;7;1;1;0.964907;-0.980914;-2.39865;0.979123;-1.00635;-2.43702;1;-0.0653951;0.626364;0.372546;1;-0.757015;9.82352;8.62164;0.00598969;fp_not_a_fp;-1;0.207169;
123198;1371.020330;266;168;15.8507;2;0.025;4;265.636;167.105;1;0;1;1;0.964133;-0.973348;-2.39397;0.976374;-0.993509;-2.42493;1;-0.182374;0.751069;0.660136;1;-3.93659;13.3297;16.3913;-1;fp_not_a_fp;-1;0.207272;
123199;1371.031459;264;166;15.5209;2.82843;0.0593038;29;265.268;166.187;0;1;1;1;0.997801;-0.991532;-2.45605;0.979237;-0.988082;-2.42749;1;0.178417;0.498396;-0.0166697;1;1.03083;5.44088;2.42458;0.00865077;fp_not_a_fp;-1;0.207211;
123200;1371.042587;264;166;15.562;2;0.025;9;263.483;165.086;0;2;1;1;0.995159;-0.988907;-2.44955;0.9805;-0.983675;-2.42455;1;0.274485;0.360491;-0.219724;1;1.30421;0.435349;2.00211;0.0061008;fp_not_a_fp;-1;0.207298;
123201;1371.053715;264;166;15.4686;0;0.0625;6;263.485;165.226;0;3;1;1;1.00117;-0.994884;-2.46435;0.989567;-0.987168;-2.44098;1;0.348116;0.189009;-0.445307;1;9.28921;-9.82512;-18.3725;0;fp_not_a_fp;-1;0.207113;
123202;1371.064843;262;164;15.3396;2.82843;0.0743903;28;263.556;165.389;0;4;1;1;1.02212;-0.992898;-2.49157;1.00406;-0.992055;-2.46538;1;0.574267;0.116797;-0.793715;1;16.9977;-14.249;-32.6604;0.00875297;fp_not_a_fp;-1;0.207333;
123203;1371.075971;262;164;15.2146;2;0.017998;5;261.371;163.272;0;5;1;1;1.03052;-1.00106;-2.51205;1.01225;-0.994437;-2.47938;1;0.690751;-0.0214611;-1.07113;1;11.5099;-11.6791;-23.6893;0.00624014;fp_not_a_fp;-1;0.207345;
123204;1371.087099;262;162;15.4996;2;0.0886097;6;261.402;163.335;0;6;1;1;1.01172;-0.97227;-2.47236;1.01639;-0.990277;-2.48508;1;0.435284;0.254094;-0.59423;1;3.61223;-2.39026;-8.41328;0.00612536;fp_not_a_fp;-1;0.207223;
123205;1371.098228;260;162;15.3441;2.82843;0.127606;34;261.477;161.148;0;7;1;1;1.03435;-0.982255;-2.49733;1.02468;-0.98712;-2.49333;1;0.533535;0.221117;-0.607596;1;4.1652;0.721425;-3.6456;0.00875041;fp_not_a_fp;-1;0.207196;
123206;1371.109355;260;160;15.6094;2.82843;0.09455;3;259.302;161.19;0;8;1;1;1.01693;-0.955264;-2.46137;1.02338;-0.977712;-2.48577;1;0.306377;0.488671;-0.123373;1;-6.01859;8.35462;15.06;0.00860171;fp_not_a_fp;-1;0.207179;
123207;1371.120483;260;160;15.3535;2.82843;0.030451;18;259.333;159.036;0;9;1;1;1.03387;-0.971184;-2.50239;1.02422;-0.970243;-2.48336;1;0.367681;0.354432;-0.377706;1;-7.25829;8.44491;15.5787;0.00874511;fp_not_a_fp;-1;0.207214;
123208;1371.131612;260;160;15.3538;2;0.0127078;32;259.446;159.116;0;10;1;1;1.03385;-0.971162;-2.50233;1.02975;-0.969966;-2.49085;1;0.345846;0.254001;-0.43398;1;-2.0095;-0.00181961;3.60039;0.00618351;fp_not_a_fp;-1;0.207239;
123209;1371.142740;260;158;15.2561;2;0.0727441;9;259.56;159.288;0;11;1;1;1.04063;-0.966844;-2.52498;1.03132;-0.966113;-2.49776;1;0.370415;0.229593;-0.661492;1;-3.66468;0.190618;-1.21064;0.00622315;fp_not_a_fp;-1;0.207201;
123210;1371.153867;258;158;14.795;2;0.091254;29;259.696;157.171;0;12;1;1;1.0859;-0.997112;-2.60359;1.04856;-0.976575;-2.53332;1;0.852173;-0.156732;-1.57218;1;12.2621;-14.4997;-32.5493;0.00641712;fp_not_a_fp;-1;0.207293;
123211;1371.164996;258;156;14.9483;2.82843;0.0954879;41;257.526;157.283;0;13;1;1;1.07492;-0.976128;-2.58363;1.05882;-0.977811;-2.55363;1;0.816732;-0.055883;-1.51933;1;10.0887;-9.2183;-25.6481;0.00898205;fp_not_a_fp;-1;0.207282;
123212;1371.176124;258;156;14.7224;0;0.103553;6;257.504;155.129;0;14;1;1;1.09141;-0.991107;-2.62328;1.07321;-0.982798;-2.58387;1;0.886983;-0.178773;-1.75814;1;12.1574;-9.72302;-29.7491;0;fp_not_a_fp;-1;0.207335;
123213;1371.187252;258;156;14.9789;0;0.0903255;16;257.568;155.188;0;15;1;1;1.07272;-0.974137;-2.57836;1.08124;-0.984621;-2.59722;1;0.588676;-0.0122376;-1.11773;1;4.90358;-5.4332;-10.25;0;fp_not_a_fp;-1;0.207267;
123214;1371.198380;256;154;14.9124;2.82843;0.145937;46;257.638;155.327;0;16;1;1;1.0904;-0.967834;-2.59655;1.08236;-0.977301;-2.59546;1;0.592894;0.130395;-0.918914;1;-5.82505;6.4503;14.6761;0.00900369;fp_not_a_fp;-1;0.207166;
123215;1371.209508;258;154;14.9517;0;0.170256;4;255.468;153.197;0;17;1;1;1.07484;-0.965157;-2.58981;1.08234;-0.974559;-2.597;1;0.340623;0.203393;-0.642326;1;-10.6964;5.82476;19.7027;0;fp_not_a_fp;-1;0.207159;
123216;1371.220636;256;154;14.7991;2;0.106609;14;257.744;153.27;0;18;1;1;1.09875;-0.975242;-2.61643;1.08418;-0.970592;-2.59529;1;0.466994;0.092008;-0.751146;1;-9.43554;6.08318;22.6231;0.00641533;fp_not_a_fp;-1;0.207203;
123217;1371.231765;256;152;15.0314;2.82843;0.130035;54;255.612;153.401;0;19;1;1;1.08193;-0.949475;-2.58271;1.08648;-0.964427;-2.59637;1;0.266864;0.329573;-0.313892;1;-7.22936;7.67839;18.0578;0.00893246;fp_not_a_fp;-1;0.207378;
123218;1371.242893;256;152;14.8487;0;0.0612159;2;255.599;151.234;0;20;1;1;1.09524;-0.961157;-2.61449;1.08769;-0.962758;-2.60086;1;0.302703;0.251808;-0.457397;1;-6.51894;2.72712;10.3674;0;fp_not_a_fp;-1;0.207203;
123219;1371.254020;256;152;14.9191;0;0.0457957;7;255.683;151.306;0;21;1;1;1.09007;-0.956623;-2.60215;1.09149;-0.960624;-2.60394;1;0.219688;0.239518;-0.317002;1;-2.71649;0.81102;7.30783;0;fp_not_a_fp;-1;0.207227;
123220;1371.265149;256;150;14.9489;4.47214;0.208588;48;255.723;151.418;0;22;1;1;1.08805;-0.943956;-2.60371;1.08882;-0.952803;-2.60077;1;0.134234;0.349062;-0.236402;1;-7.47524;5.77426;11.5632;0.0142013;fp_not_a_fp;-1;0.207398;
123221;1371.276277;256;150;14.9489;4.47214;0.208588;48;255.807;149.251;1;0;1;1;1.08908;-0.939722;-2.60563;1.09061;-0.950364;-2.60649;1;0.0936013;0.398352;-0.194868;1;-3.89239;1.54496;2.67386;-1;fp_not_a_fp;-1;0.207281;
123222;1371.287405;254;150;14.8721;2;0.146792;14;255.646;148.454;0;1;1;1;1.10644;-0.948966;-2.61707;1.09341;-0.947317;-2.60714;1;0.263798;0.26195;-0.28405;1;-0.873925;0.227664;3.89435;0.00638386;fp_not_a_fp;-1;0.207275;
123223;1371.298533;254;148;14.8685;2.82843;0.147296;46;253.615;149.395;0;2;1;1;1.10687;-0.938382;-2.6245;1.09761;-0.942756;-2.61273;1;0.3054;0.293477;-0.369791;1;1.92569;1.21202;-1.18597;0.00903034;fp_not_a_fp;-1;0.207175;
123224;1371.309661;254;148;14.8685;2.82843;0.147296;46;253.572;147.266;1;0;1;1;1.11038;-0.935046;-2.62868;1.10319;-0.940529;-2.61897;1;0.323896;0.307307;-0.405993;1;4.26089;-0.938078;-3.80992;-1;fp_not_a_fp;-1;0.207245;
123225;1371.320789;254;148;14.5091;2;0.124591;18;253.12;146.498;0;1;1;1;1.13428;-0.961625;-2.68951;1.11449;-0.946005;-2.63994;1;0.564225;-0.0308281;-1.06637;1;10.573;-9.64197;-19.579;0.00654355;fp_not_a_fp;-1;0.207275;
123226;1371.331918;254;148;14.5048;2;0.00669052;36;253.669;147.448;0;2;1;1;1.13462;-0.961913;-2.69031;1.12154;-0.949242;-2.65825;1;0.595472;-0.169936;-1.21249;1;7.45128;-9.70256;-20.8581;0.00654552;fp_not_a_fp;-1;0.207216;
123227;1371.343045;254;148;14.0202;2;0.0122676;4;253.784;147.588;0;3;1;1;1.17384;-0.995161;-2.7833;1.13828;-0.963436;-2.69795;1;0.981948;-0.586842;-2.18408;1;15.1993;-19.777;-40.7595;0.00677174;fp_not_a_fp;-1;0.207123;
123228;1371.354173;254;146;14.5189;2.82843;0.116632;17;253.864;147.739;0;4;1;1;1.13368;-0.9499;-2.69464;1.14411;-0.96715;-2.71444;1;0.556076;-0.165477;-1.29076;1;5.21589;-10.6211;-19.8766;0.00924773;fp_not_a_fp;-1;0.207303;
123229;1371.365302;254;146;14.4392;2;0.00584398;33;253.915;145.559;0;5;1;1;1.13994;-0.955144;-2.70952;1.14552;-0.965529;-2.71944;1;0.380883;-0.03034;-0.927454;1;-4.11894;0.0111756;3.12095;0.00657521;fp_not_a_fp;-1;0.207186;
123230;1371.376430;254;146;13.9754;2;0.000803606;16;253.942;145.526;0;6;1;1;1.17777;-0.986841;-2.79943;1.15631;-0.971761;-2.74672;1;0.693517;-0.333947;-1.68967;1;2.20272;-3.68465;-10.7204;0.00679344;fp_not_a_fp;-1;0.207241;
123231;1371.387558;256;146;14.3368;0;0.188127;5;253.962;145.587;0;7;1;1;1.13484;-0.961826;-2.72896;1.14656;-0.963428;-2.73314;1;0.242174;-0.130087;-0.981341;1;-16.6199;10.2615;27.0209;0;fp_not_a_fp;-1;0.207221;
123232;1371.398686;256;144;14.4721;2.82843;0.113867;25;256.253;145.647;0;8;1;1;1.12439;-0.941722;-2.71042;1.14423;-0.961383;-2.73708;1;-0.0949776;0.201172;-0.350942;1;-14.6259;8.23637;21.1126;0.0092776;fp_not_a_fp;-1;0.20733;
123233;1371.409814;256;144;14.4902;2.82843;0.0399788;22;256.35;143.466;0;9;1;1;1.12299;-0.940549;-2.70704;1.14;-0.957735;-2.73646;1;-0.238247;0.325854;-0.00696771;1;-13.909;8.00176;20.6789;0.00926603;fp_not_a_fp;-1;0.207275;
123234;1371.420942;256;144;14.5694;2;0.0079496;8;256.346;143.457;0;10;1;1;1.11689;-0.935438;-2.69233;1.12478;-0.944884;-2.70969;1;-0.337024;0.39441;0.304713;1;-23.1518;16.3628;44.8053;0.00651649;fp_not_a_fp;-1;0.207168;
123235;1371.432071;256;142;14.5303;2.82843;0.11254;21;256.302;143.518;0;11;1;1;1.12006;-0.926887;-2.70652;1.12108;-0.936149;-2.70408;1;-0.298554;0.470433;0.232019;1;-12.1475;13.4906;27.2586;0.00924046;fp_not_a_fp;-1;0.207214;
123236;1371.443198;256;142;14.5222;2.82843;0.0351353;27;256.211;141.317;0;12;1;1;1.12068;-0.927404;-2.70803;1.12015;-0.93257;-2.70348;1;-0.237419;0.435922;0.15509;1;-3.20024;5.27382;11.3689;0.00924564;fp_not_a_fp;-1;0.207384;
123237;1371.454326;258;142;14.2061;2;0.102361;7;256.147;141.356;0;13;1;1;1.13225;-0.947895;-2.76837;1.12247;-0.934406;-2.71881;1;-0.0492804;0.131185;-0.588079;1;4.24523;-4.37355;-13.055;0.00668316;fp_not_a_fp;-1;0.2073;
123238;1371.465454;258;142;14.1888;2.82843;0.030451;23;258.381;141.468;0;14;1;1;1.13363;-0.949053;-2.77175;1.12665;-0.93781;-2.73867;1;0.0506139;-0.0247606;-0.858966;1;8.70867;-9.4173;-26.1432;0.00946286;fp_not_a_fp;-1;0.207234;
123239;1371.476583;258;142;14.196;2;0.0127078;19;258.428;141.576;0;15;1;1;1.13306;-0.948572;-2.77034;1.1299;-0.943231;-2.75462;1;0.0788513;-0.0805328;-0.845241;1;8.4788;-12.3779;-24.2019;0.00668781;fp_not_a_fp;-1;0.207236;
123240;1371.487710;260;142;14.2964;0;0.171004;4;258.393;141.705;0;16;1;1;1.11181;-0.941767;-2.75097;1.12769;-0.946822;-2.76536;1;-0.163014;-0.015305;-0.509675;1;1.67133;-10.1371;-14.9344;0;fp_not_a_fp;-1;0.207187;
123241;1371.498838;260;142;14.4551;2;0.000885202;13;260.613;141.795;0;17;1;1;1.09961;-0.931432;-2.72078;1.11953;-0.942706;-2.75346;1;-0.382031;0.132068;0.0400564;1;-7.4759;0.0200024;14.1121;0.00656799;fp_not_a_fp;-1;0.207131;
123242;1371.509967;260;140;14.2237;2.82843;0.121999;19;260.605;141.857;0;18;1;1;1.11766;-0.935276;-2.77213;1.11554;-0.939262;-2.75356;1;-0.216928;0.132072;-0.326388;1;-6.0113;3.52364;11.9661;0.00943961;fp_not_a_fp;-1;0.207259;
123243;1371.521095;262;142;14.0883;0;0.222744;3;260.512;139.618;0;19;1;1;1.11476;-0.955538;-2.7917;1.11096;-0.941003;-2.7589;1;-0.154275;-0.117027;-0.660561;1;-5.23802;-0.819858;4.15015;0;fp_not_a_fp;-1;0.207253;
123244;1371.532223;262;142;13.8454;2;0.00436419;10;262.689;141.854;0;20;1;1;1.13432;-0.972304;-2.84069;1.11659;-0.948638;-2.78132;1;0.115495;-0.397222;-1.27588;1;6.25659;-8.58017;-17.2126;0.00685722;fp_not_a_fp;-1;0.207353;
123245;1371.543351;262;140;13.8562;2.82843;0.140866;20;262.633;141.969;0;21;1;1;1.13361;-0.95994;-2.84575;1.12509;-0.955764;-2.81257;1;0.204062;-0.320637;-1.4255;1;13.1667;-10.1707;-32.9244;0.00969003;fp_not_a_fp;-1;0.207298;
123246;1371.554479;262;140;13.9116;2.82843;0.0471163;11;262.534;139.747;0;22;1;1;1.12909;-0.956113;-2.83441;1.12795;-0.960974;-2.82814;1;0.16283;-0.204222;-1.17547;1;8.53152;-7.5554;-19.0753;0.0096514;fp_not_a_fp;-1;0.207337;
123247;1371.565607;262;140;13.9116;2.82843;0.0471163;11;262.428;139.712;1;0;1;1;1.13143;-0.958848;-2.84865;1.13211;-0.961801;-2.84237;1;0.151794;-0.161421;-1.08541;1;6.87599;-0.997447;-9.54446;-1;fp_not_a_fp;-1;0.207239;
123248;1371.576736;264;140;14.1641;2.82843;0.0695077;14;262.784;139.376;0;1;1;1;1.09556;-0.938931;-2.78398;1.12242;-0.953458;-2.8282;1;-0.283175;0.105144;-0.1686;1;-8.95603;11.2857;24.875;0.00947943;fp_not_a_fp;-1;0.20723;
123249;1371.587864;264;140;14.3625;2.82843;0.0420335;10;264.515;139.719;0;2;1;1;1.08043;-0.925959;-2.74552;1.10913;-0.944963;-2.80314;1;-0.600301;0.35058;0.672647;1;-18.0702;15.0792;47.1356;0.00934847;fp_not_a_fp;-1;0.207283;
123250;1371.598991;266;140;13.6586;0;0.152146;4;264.523;139.811;0;3;1;1;1.12221;-0.973531;-2.8871;1.1074;-0.949317;-2.81631;1;-0.175903;-0.137995;-0.688372;1;-7.60913;1.48726;10.9411;0;fp_not_a_fp;-1;0.207196;
123251;1371.610120;268;140;13.5202;2.82843;0.123891;11;266.712;139.882;0;4;1;1;1.11965;-0.983348;-2.91675;1.10446;-0.955442;-2.83334;1;-0.00735196;-0.434831;-1.50288;1;-3.57487;-6.14246;-9.37909;0.00993085;fp_not_a_fp;-1;0.207175;
123252;1371.621248;268;140;13.8776;2.82843;0.0371218;19;268.966;139.927;0;5;1;1;1.09082;-0.958025;-2.84164;1.10328;-0.960216;-2.84775;1;-0.26726;-0.211771;-0.786813;1;0.357321;-7.11936;-13.8875;0.00967513;fp_not_a_fp;-1;0.20727;
123253;1371.632376;270;140;14.0489;0;0.140607;2;268.954;139.949;0;6;1;1;1.064;-0.946199;-2.80708;1.09917;-0.965275;-2.86314;1;-0.647969;0.0429809;0.00565327;1;-1.07115;-6.91007;-14.9834;0;fp_not_a_fp;-1;0.207259;
123254;1371.643505;270;140;14.0489;0;0.140607;2;271.114;139.965;1;0;1;1;1.05673;-0.946148;-2.80794;1.0828;-0.95843;-2.84335;1;-0.80593;0.143361;0.322547;1;-14.1544;6.32148;22.7127;-1;fp_not_a_fp;-1;0.207188;
123255;1371.654632;270;140;13.7464;2.82843;0.111226;18;272.284;139.936;0;1;1;1;1.08741;-0.967021;-2.86885;1.07474;-0.954348;-2.83138;1;-0.416735;-0.0727005;-0.28583;1;-9.19671;8.13536;27.3414;0.0097674;fp_not_a_fp;-1;0.207127;
123256;1371.665760;272;140;13.9081;0;0.149762;5;270.829;139.983;0;2;1;1;1.06112;-0.955633;-2.83559;1.06732;-0.95375;-2.82986;1;-0.504123;-0.0221948;-0.119539;1;-5.32075;4.25866;14.9899;0;fp_not_a_fp;-1;0.207281;
123257;1371.676889;272;140;13.9081;0;0.149762;5;272.887;139.989;1;0;1;1;1.05519;-0.955617;-2.83599;1.06511;-0.956104;-2.83709;1;-0.543902;0.00169422;-0.0401875;1;2.33862;-0.927931;-1.03102;-1;fp_not_a_fp;-1;0.207306;
123258;1371.688017;274;140;13.6181;2.82843;0.0176353;4;273.775;139.981;0;1;1;1;1.06978;-0.975839;-2.89607;1.06838;-0.963527;-2.85913;1;-0.323762;-0.220432;-0.690944;1;10.8328;-8.1732;-22.7697;0.0098595;fp_not_a_fp;-1;0.207248;
123259;1371.699144;274;140;13.1901;0;0.0822091;4;274.896;139.996;0;2;1;1;1.10449;-1.0075;-2.99003;1.07264;-0.973646;-2.88942;1;0.206339;-0.647008;-1.94874;1;13.9983;-12.9026;-37.3597;0;fp_not_a_fp;-1;0.207193;
123260;1371.710273;274;140;13.1901;0;0.0822091;4;274.783;139.998;1;0;1;1;1.10764;-1.01548;-3.01399;1.08427;-0.988609;-2.93402;1;0.435274;-0.832295;-2.49458;1;21.1043;-18.1996;-53.3573;-1;fp_not_a_fp;-1;0.207279;
123261;1371.721401;278;142;13.4996;0;0.280093;3;275.498;139.997;0;1;1;1;1.05086;-0.996016;-2.9142;1.08319;-0.998709;-2.95357;1;-0.176476;-0.579562;-1.25812;1;8.2541;-13.0582;-27.3611;0;fp_not_a_fp;-1;0.207177;
123262;1371.732529;278;142;13.4992;0;0.0428932;8;279.051;142.273;0;2;1;1;1.05089;-0.996045;-2.91428;1.07847;-1.00376;-2.95813;1;-0.406432;-0.401523;-0.587628;1;-1.85776;-4.06811;2.32214;0;fp_not_a_fp;-1;0.207273;
123263;1371.743658;278;142;13.4992;0;0.0428932;8;279.046;142.362;1;0;1;1;1.04626;-1.00076;-2.92067;1.06391;-1.00208;-2.94079;1;-0.502699;-0.330743;-0.308773;1;-15.9298;7.10555;36.8447;-1;fp_not_a_fp;-1;0.207246;
123264;1371.754786;278;142;13.4992;0;0.0428932;8;280.105;142.766;2;0;1;1;1.03969;-1.00399;-2.92183;1.04693;-0.999203;-2.91775;1;-0.553657;-0.296404;-0.167405;1;-22.2174;12.0393;52.2825;-1;fp_not_a_fp;-1;0.207235;
123265;1371.765913;280;142;13.602;2;0.131096;8;281.175;143.195;0;1;1;1;1.02899;-0.988368;-2.89235;1.04146;-0.997291;-2.91228;1;-0.626771;-0.0652961;0.250248;1;-10.1162;11.5535;33.8868;0.00697995;fp_not_a_fp;-1;0.20725;
123266;1371.777042;282;142;12.6087;0;0.0927965;3;280.881;142.245;0;2;1;1;1.095;-1.06607;-3.12031;1.05249;-1.0148;-2.96379;1;0.179482;-0.852061;-2.22182;1;13.1617;-10.1202;-36.7092;0;fp_not_a_fp;-1;0.20721;
123267;1371.788170;282;142;12.6087;0;0.0927965;3;282.895;142.124;1;0;1;1;1.0978;-1.07617;-3.14727;1.06537;-1.03365;-3.02044;1;0.521957;-1.1842;-3.26899;1;23.0184;-19.1723;-66.4997;-1;fp_not_a_fp;-1;0.207203;
123268;1371.799298;284;142;13.4972;2;0.0646376;7;283.801;142.201;0;1;1;1;1.00884;-0.995741;-2.91499;1.05766;-1.03159;-3.01873;1;-0.422804;-0.248552;-0.62228;1;2.93785;1.07695;-10.2135;0.00703411;fp_not_a_fp;-1;0.207239;
123269;1371.810426;284;142;13.4972;2;0.0646376;7;285.013;142.029;1;0;1;1;1.00433;-0.998436;-2.92253;1.05149;-1.0341;-3.02627;1;-0.811078;0.138933;0.464417;1;-4.14173;4.58925;4.81495;-1;fp_not_a_fp;-1;0.207171;
123270;1371.821554;284;142;13.4972;2;0.0646376;7;286.064;142.047;2;0;1;1;0.995059;-0.996609;-2.91707;1.02651;-1.01674;-2.97546;1;-0.974315;0.302287;0.91683;1;-25.9208;25.9332;70.5117;-1;fp_not_a_fp;-1;0.207291;
123271;1371.832682;284;142;13.4972;2;0.0646376;7;287.13;142.062;3;0;1;1;0.982633;-0.99165;-2.90253;0.997715;-0.995609;-2.91428;1;-1.05993;0.388088;1.15351;1;-35.5384;35.3228;99.3553;-1;fp_not_a_fp;-1;0.20734;
123272;1371.843811;288;144;13.2506;0;0.218834;2;288.216;142.073;0;1;1;1;0.998784;-1.02611;-2.96181;0.9952;-1.0032;-2.92599;1;-0.775009;-0.0208735;0.424752;1;-7.91239;5.11498;23.5219;0;fp_not_a_fp;-1;0.207149;
123273;1371.854939;288;144;13.2506;0;0.218834;2;289.028;144.291;1;0;1;1;0.989684;-1.02602;-2.95564;0.99154;-1.0101;-2.93427;1;-0.66271;-0.186261;0.140139;1;3.33271;-7.30508;-7.28384;-1;fp_not_a_fp;-1;0.20716;
123274;1371.866066;288;144;13.2506;0;0.218834;2;290.041;144.698;2;0;1;1;0.982526;-1.02854;-2.95454;0.988407;-1.01808;-2.94363;1;-0.613818;-0.259744;0.0173373;1;8.09848;-12.626;-20.2069;-1;fp_not_a_fp;-1;0.207193;
123275;1371.877195;292;144;12.8724;0;0.197541;2;291.046;145.157;0;1;1;1;0.998628;-1.05594;-3.04903;0.992405;-1.03415;-2.98026;1;-0.33077;-0.57099;-1.11864;1;16.3803;-21.5454;-51.0429;0;fp_not_a_fp;-1;0.207254;
123276;1371.888323;292;144;12.8724;0;0.197541;2;293.095;144.312;1;0;1;1;0.995964;-1.06361;-3.06461;0.9917;-1.04353;-3.00595;1;-0.202144;-0.714753;-1.624;1;12.8695;-15.5882;-46.0253;-1;fp_not_a_fp;-1;0.207298;
123277;1371.899451;292;144;12.8724;0;0.197541;2;294.233;144.541;2;0;1;1;0.994512;-1.07252;-3.0855;0.992908;-1.05515;-3.03842;1;-0.139842;-0.785056;-1.8651;1;11.7463;-13.452;-45.0477;-1;fp_not_a_fp;-1;0.207228;
123278;1371.910578;292;144;12.8724;0;0.197541;2;295.378;144.733;3;0;1;1;0.993684;-1.08207;-3.109;0.995697;-1.06854;-3.07703;1;-0.105756;-0.823481;-1.99626;1;11.4136;-12.6644;-45.2355;-1;fp_not_a_fp;-1;0.207181;
123279;1371.921707;292;144;12.8724;0;0.197541;2;296.516;144.906;4;0;1;1;0.993213;-1.092;-3.13397;0.994343;-1.07755;-3.09827;1;-0.0835726;-0.848155;-2.08207;1;5.55356;-6.22684;-21.6445;-1;fp_not_a_fp;-1;0.2073;
123280;1371.932835;292;144;12.8724;0;0.197541;2;297.632;145.082;5;0;1;1;0.992627;-1.10181;-3.15844;0.993509;-1.0871;-3.12173;1;-0.0704614;-0.862599;-2.13245;1;2.95837;-3.32149;-11.4227;-1;fp_not_a_fp;-1;0.207204;
123281;1371.943962;292;144;12.8724;0;0.197541;2;298.729;145.257;6;0;1;1;0.992027;-1.1116;-3.18284;0.992888;-1.09687;-3.14606;1;-0.0629377;-0.87076;-2.16095;1;1.72772;-1.92541;-6.64663;-1;fp_not_a_fp;-1;0.207252;
