rs_id;elapsed;imLx_insect;imLy_insect;disparity_insect;size_insect;score_insect;motion_sum_insect;imLx_pred_insect;imLy_pred_insect;n_frames_lost_insect;n_frames_tracking_insect;foundL_insect;pos_valid_insect;posX_insect;posY_insect;posZ_insect;sposX_insect;sposY_insect;sposZ_insect;vel_valid_insect;svelX_insect;svelY_insect;svelZ_insect;acc_valid_insect;saccX_insect;saccY_insect;saccZ_insect;radius_insect;fp;hunt_id;light_level;
162328;1806.357412;368;476;50.6325;8.24621;0;1829;-1;-1;0;1;1;1;0.103669;-0.79434;-0.444661;0.103669;-0.79434;-0.444661;0;0;0;0;0;0;0;0;0.00773124;fp_not_a_fp;-1;0.206976;
162329;1806.368539;364;474;50.4093;10;0.0364442;2967;368;476;0;2;1;1;0.111708;-0.794747;-0.448584;0.107689;-0.794543;-0.446623;1;0.0921447;-0.0046611;-0.0449781;0;0;0;0;0.00941701;fp_not_a_fp;-1;0.206985;
162330;1806.379667;362;470;50.1526;8.48528;0.046624;2176;363.493;473.747;0;3;1;1;0.116159;-0.792444;-0.454886;0.110512;-0.793843;-0.449377;1;0.169492;0.0204031;-0.130056;0;6.95106;2.25246;-7.64576;0.0080315;fp_not_a_fp;-1;0.206915;
162331;1806.390795;358;466;49.6309;10;0.0445218;3413;361.1;469.173;0;4;1;1;0.125125;-0.794376;-0.463689;0.114165;-0.793977;-0.452955;1;0.282611;0.00601175;-0.249531;0;8.55796;0.479627;-9.19087;0.0095647;fp_not_a_fp;-1;0.206983;
162332;1806.401923;356;462;49.3232;8.48528;0.0446669;2394;356.566;464.554;0;5;1;1;0.129851;-0.792855;-0.470655;0.120711;-0.793605;-0.459453;1;0.347476;0.0167335;-0.346922;0;7.64839;0.640933;-9.0447;0.00816657;fp_not_a_fp;-1;0.20693;
162333;1806.413050;354;458;48.9935;7.2111;0.0471392;2299;354.286;459.996;0;6;1;1;0.134695;-0.791669;-0.477921;0.126458;-0.792836;-0.466788;1;0.385497;0.0326253;-0.42622;0;6.59052;0.837747;-8.56514;0.00698692;fp_not_a_fp;-1;0.206909;
162334;1806.424177;348;454;48.6939;10;0.05969;2959;352.15;455.538;0;7;1;1;0.147318;-0.790059;-0.484935;0.134247;-0.79224;-0.4743;1;0.496727;0.0534862;-0.485022;1;7.35174;0.743311;-7.9748;0.00974874;fp_not_a_fp;-1;0.206959;
162335;1806.435306;348;452;48.5105;8.48528;0.0370285;2068;345.411;450.925;0;8;1;1;0.147923;-0.789732;-0.488852;0.139947;-0.791079;-0.480591;1;0.486273;0.0590282;-0.492349;1;4.5757;1.19111;-5.45541;0.00830337;fp_not_a_fp;-1;0.207028;
162336;1806.446433;346;448;48.1466;7.2111;0.034594;1929;345.556;448.958;0;9;1;1;0.153082;-0.789065;-0.496719;0.145755;-0.790131;-0.487107;1;0.479064;0.0614334;-0.522752;1;2.95642;1.00426;-3.95039;0.00710981;fp_not_a_fp;-1;0.206992;
162337;1806.457560;342;444;47.7088;8.48528;0.0365144;2634;343.696;444.884;0;10;1;1;0.162544;-0.789651;-0.505461;0.152717;-0.789627;-0.493992;1;0.523449;0.0478805;-0.568851;1;3.09942;0.342712;-3.20451;0.0084429;fp_not_a_fp;-1;0.206992;
162338;1806.468689;342;442;47.5723;7.2111;0.0479086;1601;339.539;440.774;0;11;1;1;0.16306;-0.788539;-0.509036;0.156652;-0.789247;-0.500017;1;0.480937;0.0489224;-0.55632;1;-0.354594;-0.102561;-1.60191;0.00719566;fp_not_a_fp;-1;0.206991;
162339;1806.479816;340;438;47.1635;7.2111;0.0342574;1793;339.867;438.913;0;12;1;1;0.168599;-0.788599;-0.517707;0.161821;-0.788963;-0.50723;1;0.465511;0.0424153;-0.579579;1;-0.466345;-0.373256;-1.95985;0.00725802;fp_not_a_fp;-1;0.206979;
162340;1806.490944;338;436;46.7095;8.94427;0.0255489;2633;338.015;434.865;0;13;1;1;0.174353;-0.792866;-0.524876;0.167139;-0.789914;-0.51427;1;0.465714;-0.0145897;-0.597441;1;-0.299813;-1.70802;-1.67809;0.00909;fp_not_a_fp;-1;0.206964;
162341;1806.502072;336;434;46.5396;5.65685;0.0612226;1194;336.092;433.04;0;14;1;1;0.179119;-0.792348;-0.528936;0.171283;-0.790588;-0.520139;1;0.461027;-0.0303541;-0.575154;1;-1.40233;-1.75767;-0.141675;0.00577001;fp_not_a_fp;-1;0.206962;
162342;1806.513199;334;430;46.132;7.2111;0.0297291;1692;334.148;431.269;0;15;1;1;0.184919;-0.792423;-0.537963;0.176747;-0.791559;-0.527371;1;0.466768;-0.0338534;-0.596061;1;-0.318324;-1.85969;-0.892875;0.00742031;fp_not_a_fp;-1;0.206932;
162343;1806.524327;334;426;45.6848;10;0.063099;2579;332.142;427.211;0;16;1;1;0.186832;-0.793144;-0.547654;0.181306;-0.792695;-0.534857;1;0.431533;-0.039252;-0.639758;1;-0.763367;-1.83479;-1.35209;0.0103909;fp_not_a_fp;-1;0.206954;
162344;1806.535455;332;424;45.5055;6.32456;0.0443215;1204;332.411;423.066;0;17;1;1;0.191792;-0.792781;-0.552005;0.185665;-0.792674;-0.54164;1;0.41878;-0.0323063;-0.626086;1;-1.05444;-0.39803;-0.643616;0.00659766;fp_not_a_fp;-1;0.206955;
162345;1806.546582;330;420;44.9578;8.48528;0.0304875;2131;330.48;421.125;0;18;1;1;0.198456;-0.795331;-0.563197;0.1905;-0.79342;-0.550205;1;0.43648;-0.0545541;-0.668872;1;-0.551464;-0.543722;-2.1056;0.00895952;fp_not_a_fp;-1;0.206979;
162346;1806.557710;330;418;44.6537;7.2111;0.034279;2056;328.472;417.029;0;19;1;1;0.19986;-0.797149;-0.569297;0.194235;-0.794601;-0.558039;1;0.404218;-0.0776222;-0.671152;1;-1.40528;-0.983375;-1.68712;0.00766597;fp_not_a_fp;-1;0.207009;
162347;1806.568838;328;416;44.3005;7.2111;0.0239932;1744;328.689;415.15;0;20;1;1;0.205792;-0.799919;-0.576088;0.198975;-0.796295;-0.565147;1;0.407318;-0.109011;-0.664325;1;-0.544022;-1.56724;-0.551994;0.00772708;fp_not_a_fp;-1;0.206978;
162348;1806.579966;326;412;43.7596;10;0.0574672;2842;326.68;413.358;0;21;1;1;0.212782;-0.802507;-0.587799;0.204222;-0.798726;-0.574095;1;0.436769;-0.137738;-0.711018;1;0.404175;-2.36868;-1.9082;0.010848;fp_not_a_fp;-1;0.206945;
162349;1806.591093;326;410;43.6082;7.2111;0.0331563;1474;324.611;409.289;0;22;1;1;0.213574;-0.801606;-0.592157;0.208002;-0.800295;-0.581335;1;0.402312;-0.121716;-0.689572;1;-0.767684;-1.50886;-0.465055;0.00784975;fp_not_a_fp;-1;0.207019;
162350;1806.602221;324;406;43.091;8.48528;0.0340472;2105;324.78;407.377;0;23;1;1;0.220653;-0.803814;-0.603926;0.2132;-0.801961;-0.589993;1;0.41789;-0.124873;-0.727651;1;0.307112;-1.06152;-1.26929;0.00934767;fp_not_a_fp;-1;0.206973;
162351;1806.613349;322;404;42.6751;10;0.0472501;2850;322.748;403.259;0;24;1;1;0.227307;-0.807927;-0.61215;0.218579;-0.803963;-0.599008;1;0.447301;-0.157396;-0.744845;1;0.898264;-1.08706;-1.80895;0.0111237;fp_not_a_fp;-1;0.207002;
162352;1806.624476;322;400;42.4168;5.65685;0.0743605;1680;320.655;401.321;0;25;1;1;0.228802;-0.805269;-0.620644;0.222584;-0.804654;-0.607219;1;0.419541;-0.120295;-0.754308;1;-0.38713;0.391913;-0.972521;0.00633085;fp_not_a_fp;-1;0.206908;
162353;1806.635604;320;398;41.878;10;0.0446954;2414;320.813;397.206;0;26;1;1;0.236335;-0.811837;-0.631011;0.228274;-0.807211;-0.616933;1;0.440898;-0.164902;-0.780834;1;0.86684;-0.970142;-2.05025;0.0113354;fp_not_a_fp;-1;0.206983;
