rs_id;elapsed;imLx_insect;imLy_insect;disparity_insect;size_insect;score_insect;motion_sum_insect;imLx_pred_insect;imLy_pred_insect;n_frames_lost_insect;n_frames_tracking_insect;foundL_insect;pos_valid_insect;posX_insect;posY_insect;posZ_insect;sposX_insect;sposY_insect;sposZ_insect;vel_valid_insect;svelX_insect;svelY_insect;svelZ_insect;acc_valid_insect;saccX_insect;saccY_insect;saccZ_insect;radius_insect;fp;hunt_id;light_level;
236805;2635.066545;842;190;19.483;2.82843;0;30;-1;-1;0;1;1;1;-2.02304;-0.859202;-1.913;-2.02304;-0.859202;-1.913;0;0;0;0;0;0;0;0;0.00689141;fp_not_a_fp;-1;0.207064;
236806;2635.077672;838;190;19.3528;2.82843;0.0964466;8;842;190;0;2;1;1;-2.01703;-0.865185;-1.92574;-2.02004;-0.862194;-1.91937;1;0.0689519;-0.0685809;-0.146026;0;0;0;0;0.00693779;fp_not_a_fp;-1;0.207118;
236807;2635.088799;838;190;19.3528;2.82843;0.0964466;8;837.494;190;1;0;1;1;-2.01626;-0.865947;-1.92737;-2.01878;-0.863445;-1.92204;1;0.0974337;-0.0969109;-0.206348;0;2.5597;-2.54606;-5.42119;-1;fp_not_a_fp;-1;0.207126;
236808;2635.099927;830;190;18.9676;2;0.314512;23;836.781;190;0;1;1;1;-2.01794;-0.883169;-1.96459;-2.01857;-0.868376;-1.93268;1;0.0774938;-0.293659;-0.631575;0;0.383913;-10.1133;-21.8169;0.0050055;fp_not_a_fp;-1;0.207059;
236809;2635.111054;828;190;19.4042;2;0.0553342;4;828.383;190;0;2;1;1;-1.96276;-0.863402;-1.92032;-2.0035;-0.869426;-1.9345;1;0.691931;-0.110918;-0.219376;0;18.6624;-1.26792;-2.19652;0.00489278;fp_not_a_fp;-1;0.207083;
236810;2635.122181;828;190;19.4042;2;0.0553342;4;825.908;190;1;0;1;1;-1.95507;-0.864634;-1.92276;-1.98801;-0.869288;-1.93376;1;0.945733;-0.0353799;-0.0489895;0;19.6992;0.746246;2.18083;-1;fp_not_a_fp;-1;0.207043;
236811;2635.133308;820;190;19.4472;2;0.207275;32;823.636;190;0;1;1;1;-1.91937;-0.861898;-1.91582;-1.96379;-0.868276;-1.93087;1;1.33926;0.0317091;0.107198;1;27.9008;2.89008;7.04527;0.00488199;fp_not_a_fp;-1;0.207044;
236812;2635.144436;816;190;18.6885;2;0.0741657;13;816.91;190;0;2;1;1;-1.97697;-0.8971;-1.99347;-1.95354;-0.871759;-1.93809;1;0.670841;-0.348093;-0.731892;1;13.3321;-1.22242;-2.25257;0.00508025;fp_not_a_fp;-1;0.20701;
236813;2635.155564;812;190;19.1408;2;0.0683957;11;812.748;190;0;3;1;1;-1.91041;-0.876107;-1.94623;-1.94046;-0.874935;-1.94457;1;1.07198;-0.220009;-0.443832;1;8.53971;-2.45041;-5.04165;0.00496019;fp_not_a_fp;-1;0.207049;
236814;2635.166691;810;188;19.3019;2.82843;0.0744796;42;808.442;190;0;4;1;1;-1.88452;-0.860567;-1.93516;-1.92282;-0.873918;-1.94767;1;1.39788;0.0391112;-0.141247;1;10.1595;1.67417;-2.07157;0.00695615;fp_not_a_fp;-1;0.207068;
236815;2635.177819;806;188;18.4089;2.82843;0.0418985;11;806.51;187.715;0;5;1;1;-1.9553;-0.902523;-2.02889;-1.9318;-0.884074;-1.97594;1;0.543017;-0.339667;-1.07246;1;-17.8861;-8.34222;-26.5;0.00729353;fp_not_a_fp;-1;0.207178;
236816;2635.188947;802;188;18.6658;4.47214;0.0355851;9;802.696;187.65;0;6;1;1;-1.90804;-0.890314;-2.00083;-1.91457;-0.882378;-1.97778;1;0.662098;-0.312933;-0.998941;1;-0.194088;0.791033;-5.99727;0.0113733;fp_not_a_fp;-1;0.207093;
