rs_id;elapsed;imLx_insect;imLy_insect;disparity_insect;size_insect;score_insect;motion_sum_insect;imLx_pred_insect;imLy_pred_insect;n_frames_lost_insect;n_frames_tracking_insect;foundL_insect;pos_valid_insect;posX_insect;posY_insect;posZ_insect;sposX_insect;sposY_insect;sposZ_insect;vel_valid_insect;svelX_insect;svelY_insect;svelZ_insect;acc_valid_insect;saccX_insect;saccY_insect;saccZ_insect;radius_insect;fp;hunt_id;light_level;
290614;3233.773458;254;4;15.095;2.82843;0;25;-1;-1;0;1;1;1;1.10105;-0.156538;-3.06696;1.10105;-0.156538;-3.06696;0;0;0;0;0;0;0;0;0.00889486;fp_not_a_fp;-1;0.207109;
290615;3233.784585;254;6;15.0107;0;0.1125;3;254;3.99999;0;2;1;1;1.10708;-0.16813;-3.07745;1.10406;-0.162334;-3.07221;1;0.0690817;-0.13288;-0.120246;0;0;0;0;0;fp_not_a_fp;-1;0.207132;
290616;3233.795712;250;8;14.98;2;0.136803;13;254;6.25315;0;3;1;1;1.13454;-0.17947;-3.07685;1.11422;-0.168046;-3.07376;1;0.403625;-0.300839;-0.147736;0;30.0652;-15.0944;-2.47057;0.00633781;fp_not_a_fp;-1;0.206939;
290617;3233.806839;250;8;15.3055;2;0.025;30;249.496;8.57672;0;4;1;1;1.11042;-0.175654;-3.01143;1.11327;-0.169948;-3.05818;1;0.213867;-0.288133;0.609699;0;6.5059;-6.97624;32.7999;0.0062031;fp_not_a_fp;-1;0.207089;
290618;3233.817967;248;10;15.1213;0;0.146146;5;249.335;8.65337;0;5;1;1;1.13634;-0.188557;-3.04135;1.12209;-0.177952;-3.05177;1;0.405333;-0.39403;0.502059;0;10.0726;-7.82292;18.6423;0;fp_not_a_fp;-1;0.207174;
290619;3233.829094;244;12;15.0067;2;0.180485;27;247.109;10.8451;0;6;1;1;1.17017;-0.200973;-3.05769;1.13787;-0.186163;-3.04683;1;0.82056;-0.529867;0.206237;0;16.8837;-8.91917;7.33522;0.00632661;fp_not_a_fp;-1;0.207161;
290620;3233.840221;244;12;15.2098;4.47214;0.0246271;30;242.628;13.0651;0;7;1;1;1.15455;-0.19829;-3.01686;1.14287;-0.190868;-3.03183;1;0.708378;-0.487656;0.525711;1;6.84689;-4.19717;15.1308;0.0139578;fp_not_a_fp;-1;0.207118;
290621;3233.851350;242;14;15.4088;2.82843;0.045576;22;242.467;13.0948;0;8;1;1;1.15181;-0.206292;-2.97126;1.15322;-0.198528;-3.02179;1;0.540264;-0.499729;1.1133;1;7.33349;-4.75389;11.3136;0.00871365;fp_not_a_fp;-1;0.207106;
290622;3233.862477;238;14;15.4829;2.82843;0.118398;27;240.366;15.224;0;9;1;1;1.17082;-0.205557;-2.95689;1.16184;-0.202778;-3.00067;1;0.619842;-0.432559;1.37891;1;4.81992;-0.865677;19.6995;0.00867192;fp_not_a_fp;-1;0.207023;
290623;3233.873604;238;16;15.4377;4.47214;0.110764;40;235.972;15.089;0;10;1;1;1.1741;-0.216576;-2.95901;1.16282;-0.206679;-2.976;1;0.611275;-0.47594;1.28845;1;-4.70181;1.21163;24.3135;0.0137517;fp_not_a_fp;-1;0.206984;
290624;3233.884732;236;18;15.2463;4.47214;0.0600352;22;236.147;17.1518;0;11;1;1;1.20114;-0.22997;-2.98945;1.17447;-0.214599;-2.96915;1;0.839695;-0.586685;0.737806;1;2.95023;-2.22472;4.76511;0.0139243;fp_not_a_fp;-1;0.207109;
290625;3233.895859;234;20;14.7845;0;0.13718;25;234.189;19.3019;0;12;1;1;1.25135;-0.248163;-3.07591;1.19935;-0.225067;-2.99531;1;1.40249;-0.766161;-0.575021;1;19.3717;-5.98591;-37.9317;0;fp_not_a_fp;-1;0.207147;
290626;3233.906986;232;20;15.3012;2.82843;0.0817912;61;232.24;21.4035;0;13;1;1;1.2215;-0.239911;-2.97197;1.21202;-0.233655;-2.99909;1;1.11407;-0.648016;0.147279;1;11.1038;-4.84065;-27.6712;0.00877493;fp_not_a_fp;-1;0.206984;
290627;3233.918114;230;22;15.7311;2.82843;0.0407717;18;230.182;21.333;0;14;1;1;1.20004;-0.243701;-2.88425;1.21851;-0.240436;-2.9804;1;0.606776;-0.559977;1.43247;1;-0.100528;-1.88809;3.23427;0.00853518;fp_not_a_fp;-1;0.207094;
290628;3233.929241;228;24;15.5083;2;0.0600632;12;228.064;23.4128;0;15;1;1;1.22937;-0.257697;-2.9191;1.22556;-0.247368;-2.96281;1;0.655995;-0.612609;1.38143;1;-4.12625;-0.582682;14.458;0.00612197;fp_not_a_fp;-1;0.207003;
290629;3233.940368;226;24;15.5045;2.82843;0.0679287;43;226.047;25.4947;0;16;1;1;1.24192;-0.257887;-2.91974;1.22321;-0.249799;-2.92377;1;0.736543;-0.558404;1.17671;1;-14.9612;4.66761;39.355;0.00865994;fp_not_a_fp;-1;0.207095;
290630;3233.951496;224;26;15.6079;2.82843;0.0351409;28;224.015;25.3121;0;17;1;1;1.24571;-0.266606;-2.89384;1.22926;-0.256473;-2.90423;1;0.719262;-0.564715;1.2389;1;-8.86947;1.87142;24.5238;0.00860248;fp_not_a_fp;-1;0.207097;
290631;3233.962624;222;28;15.5739;2.82843;0.0288123;12;221.988;27.3693;0;18;1;1;1.26047;-0.277639;-2.8936;1.24437;-0.264957;-2.90657;1;0.789587;-0.621762;1.1094;1;4.10735;-1.38817;-7.25871;0.00862126;fp_not_a_fp;-1;0.207111;
290632;3233.973751;220;30;15.6352;2;0.0643326;43;219.992;29.4652;0;19;1;1;1.26753;-0.286961;-2.87573;1.25391;-0.272273;-2.89573;1;0.79884;-0.672892;1.11923;1;3.20938;-1.35439;-5.89087;0.00607231;fp_not_a_fp;-1;0.207116;
290633;3233.984879;218;30;15.9679;2.82843;0.0752598;22;217.981;31.5832;0;20;1;1;1.25301;-0.281106;-2.81574;1.25668;-0.278078;-2.86973;1;0.534392;-0.541077;1.66811;1;-4.5414;0.389112;11.0395;0.00840857;fp_not_a_fp;-1;0.207183;
290634;3233.996006;216;32;15.5585;2.82843;0.0353905;7;215.931;31.4601;0;21;1;1;1.29803;-0.298962;-2.88325;1.26976;-0.286167;-2.86708;1;0.873002;-0.622279;0.908302;1;3.45452;-1.29351;-7.4284;0.00862978;fp_not_a_fp;-1;0.207154;
290635;3234.007133;214;34;15.8924;2.82843;0.0460718;25;213.991;33.4302;0;22;1;1;1.28257;-0.302924;-2.81625;1.27529;-0.292488;-2.84774;1;0.724292;-0.621875;1.24647;1;-1.46678;-0.00274301;3.07928;0.00844857;fp_not_a_fp;-1;0.207083;
290636;3234.018261;214;34;15.9529;2;0.0355339;7;211.95;35.5391;0;23;1;1;1.2777;-0.301775;-2.80557;1.27783;-0.296192;-2.8302;1;0.514707;-0.529221;1.34963;1;-6.38307;3.22754;5.17581;0.00595137;fp_not_a_fp;-1;0.207104;
290637;3234.029388;212;36;15.7692;2;0.0606776;13;212.24;35.346;0;24;1;1;1.30448;-0.315612;-2.83177;1.29069;-0.304818;-2.83421;1;0.669368;-0.582039;0.919827;1;3.0329;-0.920515;-16.812;0.00602063;fp_not_a_fp;-1;0.207005;
290638;3234.040515;210;36;15.8318;2.82843;0.0743023;41;210.35;37.3657;0;25;1;1;1.31132;-0.314488;-2.8205;1.29402;-0.3087;-2.81853;1;0.726292;-0.516745;0.754033;1;-3.29585;2.37088;-3.4661;0.00848088;fp_not_a_fp;-1;0.207114;
290639;3234.051643;208;38;15.7974;2.82843;0.0476015;10;208.334;37.1787;0;26;1;1;1.32605;-0.325476;-2.82018;1.30489;-0.314338;-2.81951;1;0.826;-0.549798;0.593061;1;2.28541;1.61926;-14.6805;0.00849936;fp_not_a_fp;-1;0.206987;
