rs_id;elapsed;imLx_insect;imLy_insect;disparity_insect;size_insect;score_insect;motion_sum_insect;imLx_pred_insect;imLy_pred_insect;n_frames_lost_insect;n_frames_tracking_insect;foundL_insect;pos_valid_insect;posX_insect;posY_insect;posZ_insect;sposX_insect;sposY_insect;sposZ_insect;vel_valid_insect;svelX_insect;svelY_insect;svelZ_insect;acc_valid_insect;saccX_insect;saccY_insect;saccZ_insect;radius_insect;fp;hunt_id;light_level;
36704;408.438912;554;130;12.4884;2.82843;0;16;-1;-1;0;1;1;1;-0.961315;-0.976974;-3.21261;-0.961315;-0.976974;-3.21261;0;0;0;0;0;0;0;0;0.0107513;fp_not_a_fp;-1;0.207192;
36705;408.450039;556;130;12.7495;0;0.1125;5;554;130;0;2;1;1;-0.956522;-0.956814;-3.14691;-0.958918;-0.966894;-3.17976;1;0.0549554;0.231111;0.753091;0;0;0;0;0;fp_not_a_fp;-1;0.207187;
36706;408.461165;556;130;12.5065;0;0.0625;6;556.261;130;0;3;1;1;-0.9751;-0.975398;-3.20804;-0.964312;-0.969729;-3.18919;1;-0.142327;0.0840949;0.267554;0;-17.7312;-13.2134;-43.6388;0;fp_not_a_fp;-1;0.207111;
36707;408.472292;556;128;12.5246;2.82843;0.0536797;15;556.328;130;0;4;1;1;-0.973507;-0.961149;-3.21146;-0.966611;-0.967584;-3.19475;1;-0.187437;0.175948;-0.00647443;0;-10.8926;-2.47932;-34.1328;0.0107202;fp_not_a_fp;-1;0.207203;
36708;408.483418;556;128;12.4977;2.82843;0.00367966;10;556.317;127.745;0;5;1;1;-0.975607;-0.963223;-3.21839;-0.970184;-0.964146;-3.1962;1;-0.206251;0.167692;-0.198325;0;-7.82538;-1.90021;-28.5029;0.0107433;fp_not_a_fp;-1;0.207249;
36709;408.494545;556;126;12.614;2.82843;0.0918775;15;556.271;127.673;0;6;1;1;-0.966431;-0.941596;-3.19673;-0.972661;-0.960341;-3.20865;1;-0.0825269;0.390826;-0.00396534;0;-3.08905;3.58851;-17.01;0.0106443;fp_not_a_fp;-1;0.207272;
36710;408.505672;556;126;12.5825;2.82843;0.00367966;4;556.22;125.426;0;7;1;1;-0.968846;-0.943948;-3.20471;-0.971098;-0.952479;-3.20782;1;-0.0485515;0.406219;-0.0147006;1;2.10709;7.2377;-6.34152;0.0106709;fp_not_a_fp;-1;0.207119;
36711;408.516798;556;126;12.6145;2;0.025;7;556.149;125.325;0;8;1;1;-0.966392;-0.941557;-3.1966;-0.969319;-0.947581;-3.20411;1;-0.000179444;0.388181;0.0758088;1;4.20751;4.76869;1.84891;0.00752636;fp_not_a_fp;-1;0.207194;
36712;408.527924;556;126;12.6958;2;0.025;21;556.103;125.428;0;9;1;1;-0.960199;-0.935523;-3.17611;-0.965467;-0.940656;-3.19354;1;0.0908286;0.400384;0.338382;1;6.67513;5.22839;12.0595;0.0074781;fp_not_a_fp;-1;0.207244;
36713;408.539052;556;124;12.8316;2.82843;0.0863181;13;556.072;125.541;0;10;1;1;-0.949858;-0.913091;-3.15037;-0.961324;-0.93353;-3.18195;1;0.235386;0.611495;0.698813;1;7.14297;4.95785;15.7903;0.0104637;fp_not_a_fp;-1;0.20718;
36714;408.550178;556;124;12.7635;2.82843;0.00367966;15;556.05;123.382;0;11;1;1;-0.95493;-0.917967;-3.16719;-0.957845;-0.927035;-3.17257;1;0.206958;0.564848;0.565785;1;5.74088;3.56387;13.0425;0.0105196;fp_not_a_fp;-1;0.207176;
36715;408.561304;558;124;12.8772;0;0.19262;6;556.034;123.402;0;12;1;1;-0.96124;-0.909707;-3.13931;-0.956557;-0.919072;-3.15824;1;0.096482;0.56822;0.75827;1;2.17164;4.04496;15.3338;0;fp_not_a_fp;-1;0.207194;
36716;408.572431;558;124;13.0347;2;0.00592231;26;558.318;123.481;0;13;1;1;-0.949628;-0.898717;-3.10139;-0.953914;-0.909871;-3.13956;1;0.171624;0.623106;1.17581;1;1.815;5.0039;18.8148;0.00728375;fp_not_a_fp;-1;0.20728;
36717;408.583558;558;122;12.9551;2.82843;0.107188;20;558.397;123.576;0;14;1;1;-0.955281;-0.891823;-3.12822;-0.95527;-0.904554;-3.13403;1;0.115978;0.645346;0.890732;1;-2.68316;0.760489;4.31149;0.010364;fp_not_a_fp;-1;0.207225;
