rs_id;elapsed;imLx_insect;imLy_insect;disparity_insect;size_insect;score_insect;motion_sum_insect;imLx_pred_insect;imLy_pred_insect;n_frames_lost_insect;n_frames_tracking_insect;foundL_insect;pos_valid_insect;posX_insect;posY_insect;posZ_insect;sposX_insect;sposY_insect;sposZ_insect;vel_valid_insect;svelX_insect;svelY_insect;svelZ_insect;acc_valid_insect;saccX_insect;saccY_insect;saccZ_insect;radius_insect;fp;hunt_id;light_level;
310057;3450.205804;626;192;15.5603;2.82843;0;26;-1;-1;0;1;1;1;-1.21575;-1.09802;-2.38081;-1.21575;-1.09802;-2.38081;0;0;0;0;0;0;0;0;0.00862878;fp_not_a_fp;-1;0.206933;
310058;3450.216933;626;192;16.0814;2;0.025;5;626;192;0;2;1;1;-1.17636;-1.06245;-2.30366;-1.19606;-1.08023;-2.34223;1;0.451525;0.407803;0.884225;0;0;0;0;0.00590379;fp_not_a_fp;-1;0.206858;
310059;3450.228060;626;192;15.7763;2;0.025;12;626;192;0;3;1;1;-1.19911;-1.083;-2.34822;-1.19708;-1.08116;-2.34423;1;0.319692;0.288736;0.626055;0;-11.8475;-10.7003;-23.2011;0.006018;fp_not_a_fp;-1;0.207011;
310060;3450.239188;624;194;15.4769;2;0.0957107;6;626;192;0;4;1;1;-1.21018;-1.11446;-2.38707;-1.20035;-1.08948;-2.35494;1;0.0976148;-0.157954;-0.00572866;0;-15.9025;-25.4217;-39.989;0.00613441;fp_not_a_fp;-1;0.206978;
310061;3450.250316;624;194;15.5457;2;0.025;17;623.746;194.254;0;5;1;1;-1.20482;-1.10952;-2.37649;-1.19762;-1.09236;-2.35386;1;0.0548247;-0.265831;-0.144906;0;-11.8834;-20.179;-30.8282;0.00610723;fp_not_a_fp;-1;0.207013;
310062;3450.261444;624;194;16.2331;2;0.025;17;623.675;194.325;0;6;1;1;-1.1538;-1.06254;-2.27586;-1.19198;-1.09238;-2.34691;1;0.61495;0.262042;0.969576;0;3.67174;-3.27461;1.91784;0.00584859;fp_not_a_fp;-1;0.206896;
310063;3450.272571;624;194;15.7357;0;0.0625;4;623.672;194.328;0;7;1;1;-1.19027;-1.09613;-2.3478;-1.18977;-1.09566;-2.34681;1;0.349918;0.0617618;0.481836;1;0.679168;-5.09921;-3.2399;0;fp_not_a_fp;-1;0.206962;
310064;3450.283700;622;194;15.5741;2;0.100979;8;623.695;194.305;0;8;1;1;-1.19043;-1.10762;-2.37209;-1.18483;-1.09395;-2.34306;1;0.193954;-0.160542;-0.0595519;1;2.16483;-0.0574942;-1.20793;0.00609608;fp_not_a_fp;-1;0.206915;
310065;3450.294827;624;194;15.9746;4;0.106092;18;621.504;194.211;0;9;1;1;-1.17247;-1.07973;-2.31269;-1.17674;-1.08651;-2.32711;1;0.310633;0.0876686;0.405225;1;5.74758;7.9426;12.361;0.0118864;fp_not_a_fp;-1;0.2071;
310066;3450.305954;624;194;16.1336;4;0.0178571;15;623.766;194.15;0;10;1;1;-1.16092;-1.0691;-2.2899;-1.17852;-1.08814;-2.33062;1;0.451664;0.30102;0.806837;1;-3.66817;0.876269;-3.65496;0.0117693;fp_not_a_fp;-1;0.206859;
310067;3450.317083;622;194;15.6966;2;0.100455;12;623.909;194.105;0;11;1;1;-1.18114;-1.09897;-2.35357;-1.17624;-1.08885;-2.33206;1;0.22056;0.00836848;0.140061;1;-2.90548;-1.19847;-7.67606;0.00604846;fp_not_a_fp;-1;0.206952;
310068;3450.328210;624;194;15.9169;0;0.177083;6;621.694;194.07;0;12;1;1;-1.17672;-1.08365;-2.32107;-1.17281;-1.08286;-2.31931;1;0.147565;0.0619912;0.219218;1;-1.04171;5.00031;6.2646;0;fp_not_a_fp;-1;0.206861;
310069;3450.339338;622;194;16.2617;2;0.086587;14;623.962;194.049;0;13;1;1;-1.1401;-1.06078;-2.27179;-1.16472;-1.07812;-2.30908;1;0.518386;0.338337;0.788834;1;4.668;5.63232;8.61981;0.00583834;fp_not_a_fp;-1;0.20705;
310070;3450.350466;622;194;16.0421;2;0;11;621.752;194.034;0;14;1;1;-1.1557;-1.07531;-2.30289;-1.16341;-1.07968;-2.31233;1;0.426628;0.242944;0.567166;1;-0.561878;-1.30404;-5.38298;0.00591821;fp_not_a_fp;-1;0.207028;
310071;3450.361593;622;194;15.8245;2;0;18;621.703;194.023;0;15;1;1;-1.17159;-1.09009;-2.33456;-1.16103;-1.07746;-2.30758;1;0.152133;0.00304819;0.0402419;1;-1.53718;-0.119345;-2.24221;0.00599964;fp_not_a_fp;-1;0.206863;
310072;3450.372721;622;194;15.635;0;0.0833333;8;621.755;194.015;0;16;1;1;-1.1858;-1.10331;-2.36286;-1.1633;-1.08237;-2.31802;1;-0.143521;-0.247964;-0.50707;1;-6.53964;-6.96356;-16.317;0;fp_not_a_fp;-1;0.206889;
310073;3450.383849;622;194;15.7935;2;0.0131579;22;621.777;194.01;0;17;1;1;-1.17389;-1.09223;-2.33914;-1.17175;-1.09023;-2.33486;1;-0.110969;-0.193132;-0.396725;1;-14.1395;-11.9404;-26.6356;0.00601144;fp_not_a_fp;-1;0.20696;
310074;3450.394977;622;194;15.9922;0;0.0833333;4;621.843;194.007;0;18;1;1;-1.15931;-1.07866;-2.31007;-1.17265;-1.09107;-2.33666;1;0.0838632;0.00975314;0.0326972;1;-7.70092;-5.23918;-12.0081;0;fp_not_a_fp;-1;0.206923;
310075;3450.406104;622;194;15.7266;0;0.0714286;4;621.89;194.005;0;19;1;1;-1.17889;-1.09688;-2.34909;-1.17447;-1.09277;-2.34029;1;-0.0707872;-0.1165;-0.241291;1;-5.00846;-2.68604;-6.32552;0;fp_not_a_fp;-1;0.206944;
310076;3450.417233;622;192;15.9805;2.82843;0.172689;40;621.925;194.003;0;20;1;1;-1.16002;-1.06938;-2.31807;-1.16803;-1.08429;-2.32909;1;0.0905569;0.161395;0.0318503;1;5.25856;9.19635;12.107;0.00840185;fp_not_a_fp;-1;0.206911;
310077;3450.428360;620;192;15.7341;0;0.111156;3;621.948;191.714;0;21;1;1;-1.16613;-1.08624;-2.35431;-1.16609;-1.08279;-2.33288;1;0.0757132;0.0623308;-0.274759;1;4.19378;5.73887;2.73953;0;fp_not_a_fp;-1;0.206862;
310078;3450.439487;620;192;15.6167;2;0.0743759;15;619.68;191.636;0;22;1;1;-1.17489;-1.09441;-2.372;-1.16998;-1.08673;-2.34837;1;-0.0405285;-0.0801294;-0.569223;1;-2.79508;-2.01998;-13.524;0.00607945;fp_not_a_fp;-1;0.207006;
310079;3450.450616;620;192;15.6864;2;0.0546141;12;619.615;191.652;0;23;1;1;-1.16967;-1.08954;-2.36146;-1.16768;-1.08489;-2.35146;1;-0.0235354;-0.0730194;-0.497454;1;1.06126;0.976327;-5.75587;0.00605245;fp_not_a_fp;-1;0.207096;
310080;3450.461743;618;190;15.6795;2.82843;0.192196;7;619.633;191.7;0;24;1;1;-1.15794;-1.07987;-2.36885;-1.16716;-1.08751;-2.36415;1;0.120909;0.0500623;-0.489144;1;0.681895;-2.50132;-11.7053;0.00856321;fp_not_a_fp;-1;0.206957;
310081;3450.472871;620;190;15.7983;2;0.128575;15;617.407;189.508;0;25;1;1;-1.16125;-1.07164;-2.35111;-1.16594;-1.08386;-2.36336;1;0.127243;0.188933;-0.21991;1;1.15768;2.84435;1.23215;0.00600953;fp_not_a_fp;-1;0.206933;
310082;3450.483999;618;190;15.6335;2;0.121069;6;619.698;189.485;0;26;1;1;-1.16135;-1.08305;-2.37582;-1.16255;-1.08102;-2.36431;1;0.11253;0.0914386;-0.363844;1;3.43876;3.85478;4.61438;0.00607295;fp_not_a_fp;-1;0.206915;
310083;3450.495127;618;190;15.7801;2;0.030451;20;617.578;189.547;0;27;1;1;-1.15056;-1.07299;-2.35375;-1.15777;-1.07689;-2.36238;1;0.21577;0.154819;-0.123912;1;5.37648;5.11902;8.39261;0.00601651;fp_not_a_fp;-1;0.207061;
